RowID,Original Row information,Date,Party,Location,Speaker,SpeakerInfo,Question,Topic,Discourse w/names,Discourse w/o names
138,138,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12,Undocumented Immigrants,CASTRO: I’m still talking about everybody else.,I’m still talking about everybody else.
139,139,6/26/2019,Democrat,"Miami, Florida",O’ROURKE,Candidate,12,Undocumented Immigrants,O’ROURKE: But you’re looking at just one small part of this. I’m talking about a comprehensive rewrite of our immigration laws.,But you’re looking at just one small part of this. I’m talking about a comprehensive rewrite of our immigration laws.
140,140,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12,Undocumented Immigrants,CASTRO: That’s not true.,That’s not true.
141,141,6/26/2019,Democrat,"Miami, Florida",O’ROURKE,Candidate,12,Undocumented Immigrants,"O’ROURKE: And if you do that, I don’t think it’s asking too much for people to follow our laws when they come to this country.","And if you do that, I don’t think it’s asking too much for people to follow our laws when they come to this country."
142,142,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12,Undocumented Immigrants,"CASTRO: That’s actually not true. I’m talking about millions of folks — a lot of folks that are coming are not seeking asylum. A lot of them are undocumented immigrants, right? And you said recently that the reason you didn’t want to repeal Section 1325 was because you were concerned about human trafficking and drug trafficking. But let me tell you what: Section 18, title 18 of the U.S. code, title 21 and title 22, already cover human trafficking.","That’s actually not true. I’m talking about millions of folks — a lot of folks that are coming are not seeking asylum. A lot of them are undocumented immigrants, right? And you said recently that the reason you didn’t want to repeal Section 1325 was because you were concerned about human trafficking and drug trafficking. But let me tell you what: Section 18, title 18 of the U.S. code, title 21 and title 22, already cover human trafficking."
143,143,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12,Undocumented Immigrants,"CASTRO: I think that you should do your homework on this issue. If you did your homework on this issue, you would know that we should repeal this section.","I think that you should do your homework on this issue. If you did your homework on this issue, you would know that we should repeal this section."
144,144,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12,Undocumented Immigrants,"DIAZ-BALART: This is an issue that we should and could be talking about for a long time, and we will for a long time.","This is an issue that we should and could be talking about for a long time, and we will for a long time."
145,145,6/26/2019,Democrat,"Miami, Florida",DELANEY,Candidate,12,Undocumented Immigrants,DELANEY: Can we talk about the conditions about why people are coming here?,Can we talk about the conditions about why people are coming here?
146,146,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12,Undocumented Immigrants,"DIAZ-BALART: Let’s — Lester — Lester — I’m sorry, Savannah — I know, it’s just — we could go on.","Let’s — Lester — Lester — I’m sorry, Savannah — I know, it’s just — we could go on."
147,147,6/26/2019,Democrat,"Miami, Florida",DELANEY,Candidate,12,Undocumented Immigrants,"DELANEY: But rather than talk about specific provisions, we really have to talk about why these people are coming to our country…","But rather than talk about specific provisions, we really have to talk about why these people are coming to our country…"
148,148,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,GUTHRIE: You’ll get your chance.,You’ll get your chance.
149,149,6/26/2019,Democrat,"Miami, Florida",DELANEY,Candidate,12,Undocumented Immigrants,DELANEY: … and what we’re going to do to actually make a difference in these countries.,… and what we’re going to do to actually make a difference in these countries.
150,150,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,"GUTHRIE: Congressman, you’ll get your chance. Let’s continue the discussion. Senator Klobuchar…","Congressman, you’ll get your chance. Let’s continue the discussion. Senator Klobuchar…"
151,151,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,12,Undocumented Immigrants,KLOBUCHAR: Yes.,Yes.
152,152,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,"GUTHRIE: Let’s talk about what Secretary Castro just said. He wants to no longer have it be a crime to illegally cross the border. Do you support that? Do you think it should be a civil offense only? And if so, do you worry about potentially incentivizing people to come here?","Let’s talk about what Secretary Castro just said. He wants to no longer have it be a crime to illegally cross the border. Do you support that? Do you think it should be a civil offense only? And if so, do you worry about potentially incentivizing people to come here?"
153,153,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,12,Undocumented Immigrants,"KLOBUCHAR: Immigrants, they do not diminish America. They are America. And I am happy to look at his proposal. But I do think you want to make sure that you have provisions in place that allow you to go after traffickers and allow you to go after people who are violating the law. What I really think we need to step back and talk about is the economic imperative here. And that is that 70 of our Fortune 500 companies are headed by people that came from other countries. Twenty-five percent of our U.S. Nobel laureates were born in other countries. We have a situation right now where we need workers in our fields and in our factories. We need them to start small businesses. We need their ideas. And this president has literally gone backwards at a time when our economy needs immigrants. And so my proposal is to look at that 2013 bill that passed the Senate with Republican support, to upgrade that bill, to make it as good as possible and get it done. It brings the doubt down by $158 billion.","Immigrants, they do not diminish America. They are America. And I am happy to look at his proposal. But I do think you want to make sure that you have provisions in place that allow you to go after traffickers and allow you to go after people who are violating the law. What I really think we need to step back and talk about is the economic imperative here. And that is that 70 of our Fortune 500 companies are headed by people that came from other countries. Twenty-five percent of our U.S. Nobel laureates were born in other countries. We have a situation right now where we need workers in our fields and in our factories. We need them to start small businesses. We need their ideas. And this president has literally gone backwards at a time when our economy needs immigrants. And so my proposal is to look at that 2013 bill that passed the Senate with Republican support, to upgrade that bill, to make it as good as possible and get it done. It brings the doubt down by $158 billion."
154,154,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,GUTHRIE: Senator…,Senator…
155,155,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,12,Undocumented Immigrants,KLOBUCHAR: It gives a path for citizenship for citizen — for people who can become citizens. And it will be so much better for our economy in America.,It gives a path for citizenship for citizen — for people who can become citizens. And it will be so much better for our economy in America.
156,156,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,"GUTHRIE: Senator, that’s time. Thank you. Congressman Ryan, same question. Should it be a crime to illegally cross the border? Or should it be a civil offense only?","Senator, that’s time. Thank you. Congressman Ryan, same question. Should it be a crime to illegally cross the border? Or should it be a civil offense only?"
157,157,6/26/2019,Democrat,"Miami, Florida",RYAN,Candidate,12,Undocumented Immigrants,"RYAN: Well, I agree with Secretary Castro. I think there are other provisions in the law that will allow you to prosecute people for coming over here if they’re dealing drugs and other things. That’s already established in the law. So there’s no need to repeat it. And I think it’s abhorrent — we’re talking about this father who got killed with his daughter, and the issues here — the way these kids are being treated. If you go to Guantanamo Bay, there are terrorists that are held that get better health care than those kids that have tried to cross the border in the United States. That needs to stop. And I think the president should immediately ask doctors and nurses to go immediately down to the border and start taking care of these kids. What kind of country are we running here where we have a president of the United States who’s so focused on hate and fear and division? And what has happened now, the end result is now we’ve got kids literally laying in their own snot, with three-week-old diapers that haven’t been changed. We’ve got to tell this president that is not a sign of strength, Mr. President. That is a sign of weakness.","Well, I agree with Secretary Castro. I think there are other provisions in the law that will allow you to prosecute people for coming over here if they’re dealing drugs and other things. That’s already established in the law. So there’s no need to repeat it. And I think it’s abhorrent — we’re talking about this father who got killed with his daughter, and the issues here — the way these kids are being treated. If you go to Guantanamo Bay, there are terrorists that are held that get better health care than those kids that have tried to cross the border in the United States. That needs to stop. And I think the president should immediately ask doctors and nurses to go immediately down to the border and start taking care of these kids. What kind of country are we running here where we have a president of the United States who’s so focused on hate and fear and division? And what has happened now, the end result is now we’ve got kids literally laying in their own snot, with three-week-old diapers that haven’t been changed. We’ve got to tell this president that is not a sign of strength, Mr. President. That is a sign of weakness."
158,158,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,"GUTHRIE: Senator Booker — a lot of people — they asked the question, if you’re president on day one, what will you do with the fact that you will have families here? There’s been a lot of talk about what you’ll do in the first 100 days about legislation. What will you actually do with these families? How will you care for them? Will they be detained or will they not be?","Senator Booker — a lot of people — they asked the question, if you’re president on day one, what will you do with the fact that you will have families here? There’s been a lot of talk about what you’ll do in the first 100 days about legislation. What will you actually do with these families? How will you care for them? Will they be detained or will they not be?"
159,159,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,12,Undocumented Immigrants,"BOOKER: Well, this is a related and brief point, because what we’re talking — what Secretary Castro and I are talking about is that we have the power to better deal with this problem through the civil process than the criminal process. I have been to some of the largest private prisons, which are repugnant to me that people are profiting off incarceration, and their immigration lockups. Our country has made so many mistakes by criminalizing things, whether it’s immigration, whether it’s mental illness, whether it’s addiction. We know that this is not the way to deal with problems. There is a humane way that affirms human rights and human dignity and actually solves this problem. Donald Trump isn’t solving this problem. We’ve seen under his leadership a surge at our border. We solve this problem by making investments in the Northern Triangle to stop the reasons why people are being driven here in the first place, and we make sure we use our resources to provide health care to affirm the values and human dignity of the people that come here, because we cannot sacrifice our values, our ideals as a nation for border security. We can have both by doing this the right way.","Well, this is a related and brief point, because what we’re talking — what Secretary Castro and I are talking about is that we have the power to better deal with this problem through the civil process than the criminal process. I have been to some of the largest private prisons, which are repugnant to me that people are profiting off incarceration, and their immigration lockups. Our country has made so many mistakes by criminalizing things, whether it’s immigration, whether it’s mental illness, whether it’s addiction. We know that this is not the way to deal with problems. There is a humane way that affirms human rights and human dignity and actually solves this problem. Donald Trump isn’t solving this problem. We’ve seen under his leadership a surge at our border. We solve this problem by making investments in the Northern Triangle to stop the reasons why people are being driven here in the first place, and we make sure we use our resources to provide health care to affirm the values and human dignity of the people that come here, because we cannot sacrifice our values, our ideals as a nation for border security. We can have both by doing this the right way."
160,160,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,"GUTHRIE: All right, Senator, thank you. Let me go to Governor Inslee on this. What would you do on day one? Same question I just asked Cory Booker. I have yet to hear an answer from anyone on this stage.","All right, Senator, thank you. Let me go to Governor Inslee on this. What would you do on day one? Same question I just asked Cory Booker. I have yet to hear an answer from anyone on this stage."
161,161,6/26/2019,Democrat,"Miami, Florida",INSLEE,Candidate,12,Undocumented Immigrants,INSLEE: There is no reason…,There is no reason…
162,162,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12,Undocumented Immigrants,GUTHRIE: What will you do with the families that will be here?,What will you do with the families that will be here?
163,163,6/26/2019,Democrat,"Miami, Florida",INSLEE,Candidate,12,Undocumented Immigrants,"INSLEE: There is no reason for the detention and separation of these children. They should be released, pending their hearings, and they should have a hearing and the law should be followed. That’s what should happen. And we should do what we’re doing in Washington state. I’m proud that we’ve passed a law that prevents local law enforcement from being turned into mini-ICE agents. I’m proud to have been the first governor to stand up against Donald Trump’s heinous Muslim ban. I’m proud to be a person who’s not only talked about Dreamers, but being one of the first to make sure that they get a college education, so that they can realize their dreams. These are some of the most inspirational people in our state. And I’ll leave you with this thought, if you want to know what I think. Donald Trump the other day tried to threaten me — he thought it was a threat — to tell me that he would send refugees into Washington state if we passed a law that I passed. And I told him that’s not a threat at all. We welcome refugees into our state. We recognize diversity as a strength. This is how we’ve built America. That tradition is going to continue if I’m president of the United States.","There is no reason for the detention and separation of these children. They should be released, pending their hearings, and they should have a hearing and the law should be followed. That’s what should happen. And we should do what we’re doing in Washington state. I’m proud that we’ve passed a law that prevents local law enforcement from being turned into mini-ICE agents. I’m proud to have been the first governor to stand up against Donald Trump’s heinous Muslim ban. I’m proud to be a person who’s not only talked about Dreamers, but being one of the first to make sure that they get a college education, so that they can realize their dreams. These are some of the most inspirational people in our state. And I’ll leave you with this thought, if you want to know what I think. Donald Trump the other day tried to threaten me — he thought it was a threat — to tell me that he would send refugees into Washington state if we passed a law that I passed. And I told him that’s not a threat at all. We welcome refugees into our state. We recognize diversity as a strength. This is how we’ve built America. That tradition is going to continue if I’m president of the United States."
164,164,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,12,Undocumented Immigrants,HOLT: We’re going to switch to another topic now. We’ve got a lot to get to. Let’s…,We’re going to switch to another topic now. We’ve got a lot to get to. Let’s…
165,165,6/26/2019,Democrat,"Miami, Florida",DELANEY,Candidate,12,Undocumented Immigrants,DELANEY: My grandfather was actually separated from his family when he came to this country.,My grandfather was actually separated from his family when he came to this country.
166,166,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13,Iran Nuclear Deal,"HOLT: We’re going to — we’re going to talk about Iran right now, because we’re working against the clock. Tankers have been attacked. A U.S. drone has been shot down. There have been disturbing threats issued by both the U.S. and Iranian leadership. I’d like if you can, just for a moment, to put aside how you think we may have gotten here, but what I want to know is, how do you dial it back? So a show of hands. Who as president would sign on to the 2015 nuclear deal as it was originally negotiated? That’s every — well, Senator Booker, why not?","We’re going to — we’re going to talk about Iran right now, because we’re working against the clock. Tankers have been attacked. A U.S. drone has been shot down. There have been disturbing threats issued by both the U.S. and Iranian leadership. I’d like if you can, just for a moment, to put aside how you think we may have gotten here, but what I want to know is, how do you dial it back? So a show of hands. Who as president would sign on to the 2015 nuclear deal as it was originally negotiated? That’s every — well, Senator Booker, why not?"
167,167,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,13,Iran Nuclear Deal,"BOOKER: May I address that? First and foremost, it was a mistake to pull out of that deal. And one of the reasons why we’re seeing this hostility now is because Donald Trump is marching us to a far more dangerous situation. Literally, he took us out of a deal that gave us transparency into their nuclear program and pushed back a nuclear breakout 10, 20 years. And now we see Iran threatening to go further and who are pulled — being pulled further and further into this crisis. We need to renegotiate and get back into a deal, but I’m not going to have a primary platform to say unilaterally I’m going to rejoin that deal. Because when I’m president of the United States, I’m going to do the best I can to secure this country and that region and make sure that if I have an opportunity to leverage a better deal, I’m going to do it.","May I address that? First and foremost, it was a mistake to pull out of that deal. And one of the reasons why we’re seeing this hostility now is because Donald Trump is marching us to a far more dangerous situation. Literally, he took us out of a deal that gave us transparency into their nuclear program and pushed back a nuclear breakout 10, 20 years. And now we see Iran threatening to go further and who are pulled — being pulled further and further into this crisis. We need to renegotiate and get back into a deal, but I’m not going to have a primary platform to say unilaterally I’m going to rejoin that deal. Because when I’m president of the United States, I’m going to do the best I can to secure this country and that region and make sure that if I have an opportunity to leverage a better deal, I’m going to do it."
168,168,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13,Iran Nuclear Deal,"HOLT: All right, Senator Klobuchar, I’d like to ask you to answer that question, because you’ve said — you’ve said you would negotiate yourself back into the Iranian agreement. Can you argue that that nuclear pact as it was ratified was a good deal?","All right, Senator Klobuchar, I’d like to ask you to answer that question, because you’ve said — you’ve said you would negotiate yourself back into the Iranian agreement. Can you argue that that nuclear pact as it was ratified was a good deal?"
169,169,6/26/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,13,Iran Nuclear Deal,"(UNKNOWN): Yes, it was.","Yes, it was."
170,170,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,13,Iran Nuclear Deal,"KLOBUCHAR: It was imperfect, but it was a good deal for that moment. I would have worked to get longer sunset periods, and that’s something we could negotiate, to get back in the deal. But the point is, Donald Trump told us when he got out of it that he was going to give us a better deal. Those were his words. And now we are a month away from the Iranians, who claim now that they’re going blow the caps on enriching uranium. And the Iranians have told us this. And so that’s where we are now. He has made us less safe than we were when he became president. So what I would do is negotiate us back into that agreement, is stand with our allies, and not give unlimited leverage to China and Russia, which is what he has done. And then, finally, I would make sure that if there is any possibility of a conflict — and we’re having this debate in Congress right now — that he comes to Congress for an authorization of military force. I would do that. And this president is literally every single day 10 minutes away from going to war, one tweet away from going to war. And I don’t think we should conduct…","It was imperfect, but it was a good deal for that moment. I would have worked to get longer sunset periods, and that’s something we could negotiate, to get back in the deal. But the point is, Donald Trump told us when he got out of it that he was going to give us a better deal. Those were his words. And now we are a month away from the Iranians, who claim now that they’re going blow the caps on enriching uranium. And the Iranians have told us this. And so that’s where we are now. He has made us less safe than we were when he became president. So what I would do is negotiate us back into that agreement, is stand with our allies, and not give unlimited leverage to China and Russia, which is what he has done. And then, finally, I would make sure that if there is any possibility of a conflict — and we’re having this debate in Congress right now — that he comes to Congress for an authorization of military force. I would do that. And this president is literally every single day 10 minutes away from going to war, one tweet away from going to war. And I don’t think we should conduct…"
171,171,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13,Iran Nuclear Deal,"HOLT: All right, your time is up.","All right, your time is up."
172,172,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,13,Iran Nuclear Deal,"KLOBUCHAR: … foreign policy in our bathrobe at 5:00 in the morning, which is what he does.","… foreign policy in our bathrobe at 5:00 in the morning, which is what he does."
173,173,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13,Iran Nuclear Deal,"HOLT: Congresswoman Gabbard, Congresswoman Gabbard, you’ve said you would sign back on to the 2015 deal. Would you — would you insist, though, that it address Iran’s support for Hezbollah?","Congresswoman Gabbard, Congresswoman Gabbard, you’ve said you would sign back on to the 2015 deal. Would you — would you insist, though, that it address Iran’s support for Hezbollah?"
174,174,6/26/2019,Democrat,"Miami, Florida",GABBARD,Candidate,13,Iran Nuclear Deal,"GABBARD: Let’s deal with the situation where we are, where this president and his chickenhawk cabinet have led us to the brink of war with Iran. I served in the war in Iraq at the height of the war in 2005, a war that took over 4,000 of my brothers and sisters in uniforms’ lives. The American people need to understand that this war with Iran would be far more devastating, far more costly than anything that we ever saw in Iraq. It would take many more lives. It would exacerbate the refugee crisis. And it wouldn’t be just contained within Iran. This would turn into a regional war. This is why it’s so important that every one of us, every single American, stand up and say no war with Iran. We need to get back into the Iran nuclear agreement, and we need to negotiate how we can improve it. It was an imperfect deal. There are issues, like their missile development, that needs to be addressed. We can do both simultaneously to prevent Iran from developing a nuclear weapon and preventing us from going to war.","Let’s deal with the situation where we are, where this president and his chickenhawk cabinet have led us to the brink of war with Iran. I served in the war in Iraq at the height of the war in 2005, a war that took over 4,000 of my brothers and sisters in uniforms’ lives. The American people need to understand that this war with Iran would be far more devastating, far more costly than anything that we ever saw in Iraq. It would take many more lives. It would exacerbate the refugee crisis. And it wouldn’t be just contained within Iran. This would turn into a regional war. This is why it’s so important that every one of us, every single American, stand up and say no war with Iran. We need to get back into the Iran nuclear agreement, and we need to negotiate how we can improve it. It was an imperfect deal. There are issues, like their missile development, that needs to be addressed. We can do both simultaneously to prevent Iran from developing a nuclear weapon and preventing us from going to war."
175,175,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13,Iran Nuclear Deal,HOLT: Your time is up. And this is a very quick follow-up. But what would your red line be that would — for military action against Iran?,Your time is up. And this is a very quick follow-up. But what would your red line be that would — for military action against Iran?
176,176,6/26/2019,Democrat,"Miami, Florida",GABBARD,Candidate,13,Iran Nuclear Deal,"GABBARD: Look, obviously, if there was an attack against the American — our troops, then there would have to be a response. But my point is — and it’s important for us to recognize this — is Donald Trump and his cabinet, Mike Pompeo, John Bolton, and others — are creating a situation that just a spark would light off a war with Iran, which is incredibly dangerous. That’s why we need to de-escalate tensions. Trump needs to get back into the Iran nuclear deal and swallow his pride, put the American people first.","Look, obviously, if there was an attack against the American — our troops, then there would have to be a response. But my point is — and it’s important for us to recognize this — is Donald Trump and his cabinet, Mike Pompeo, John Bolton, and others — are creating a situation that just a spark would light off a war with Iran, which is incredibly dangerous. That’s why we need to de-escalate tensions. Trump needs to get back into the Iran nuclear deal and swallow his pride, put the American people first."
177,177,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,13,Iran Nuclear Deal,"DE BLASIO: Hey, but wait a minute…","BLASIO: Hey, but wait a minute…"
178,178,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,13,Iran Nuclear Deal,"GUTHRIE: … we will have much more — Mayor De Blasio, we’ll have more. The commercial is coming, when we’ll continue our questioning next with Chuck Todd, Rachel Maddow. Stick around. We’ll have a lot more with some very anxious candidates, just ahead.","… we will have much more — Mayor De Blasio, we’ll have more. The commercial is coming, when we’ll continue our questioning next with Chuck Todd, Rachel Maddow. Stick around. We’ll have a lot more with some very anxious candidates, just ahead."
179,179,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,14,Guns,"HOLT: And welcome back, everyone, to the first Democratic presidential debate from the Arsht Center in Miami.","And welcome back, everyone, to the first Democratic presidential debate from the Arsht Center in Miami."
180,180,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,14,Guns,"GUTHRIE: And as we continue the questioning, time to get more members of our team in the mix.","And as we continue the questioning, time to get more members of our team in the mix."
181,181,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,14,Guns,"DIAZ-BALART: So right now, let’s turn it over to Chuck Todd and Rachel Maddow. Take it away.","So right now, let’s turn it over to Chuck Todd and Rachel Maddow. Take it away."
182,182,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,"MADDOW: All right. We’re going to start by recapping the rules. Twenty candidates qualified for this first Democratic debate. We’re going to hear from 10 tonight, 10 more tomorrow. The breakdown for each night was selected at random. Now, the candidates will have 60 seconds to answer, 30 seconds for a follow-up if necessary, and we will be ruthless, if necessary.","All right. We’re going to start by recapping the rules. Twenty candidates qualified for this first Democratic debate. We’re going to hear from 10 tonight, 10 more tomorrow. The breakdown for each night was selected at random. Now, the candidates will have 60 seconds to answer, 30 seconds for a follow-up if necessary, and we will be ruthless, if necessary."
183,183,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: We can do that. By the way, hi, Rachel.","We can do that. By the way, hi, Rachel."
184,184,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,"MADDOW: Hi, Chuck.","Hi, Chuck."
185,185,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,TODD: How are you doing?,How are you doing?
186,186,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,MADDOW: Good.,Good.
187,187,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: And we’ve got a lot of ground to cover. We’re going to be talking about guns and climate here up top. A whole lot more in this hour. Obviously, because of the size of the field, not every person will be able to weigh in on everything, but over the course of this next hour, we will hear from everyone, I promise, everybody.","And we’ve got a lot of ground to cover. We’re going to be talking about guns and climate here up top. A whole lot more in this hour. Obviously, because of the size of the field, not every person will be able to weigh in on everything, but over the course of this next hour, we will hear from everyone, I promise, everybody."
188,188,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: And to begin with, we’re going to go with guns, and, Senator Warren, I want to start with you. We are less than 50 miles from Parkland, Florida, where 17 people were killed in a school shooting last year and where there has been significant activism on gun violence ever since. Many of you are calling for a restoration of an assault weapons ban, but even if implemented, there will still be hundreds of millions of guns in this country. Should there be a role for the federal government?","And to begin with, we’re going to go with guns, and, Senator Warren, I want to start with you. We are less than 50 miles from Parkland, Florida, where 17 people were killed in a school shooting last year and where there has been significant activism on gun violence ever since. Many of you are calling for a restoration of an assault weapons ban, but even if implemented, there will still be hundreds of millions of guns in this country. Should there be a role for the federal government?"
189,189,6/26/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,14,Guns,(UNKNOWN): Their mikes are on.,Their mikes are on.
190,190,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: Everybody’s mikes are on. I think we have a — I heard that, too. That’s OK. I think we had a little mike issue in the back.","Everybody’s mikes are on. I think we have a — I heard that, too. That’s OK. I think we had a little mike issue in the back."
191,191,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,"MADDOW: Control room, we’ve got.","Control room, we’ve got."
192,192,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: We had the — I think we heard — yeah, we have the audience audio. All right. So the question is simply this. We’re from — I apologize you guys didn’t get to hear this, the first part of the question. Obviously, we’re not far from Parkland, Florida. Gun activism has become a big part of high school life up there in Broward County. Many of you are calling for tighter gun restrictions. Some of you are calling for the restoration of the assault weapons ban. But even if it’s put in place, there are still going to be perhaps hundreds of millions of guns still on the streets. Is there a role for the federal government in order to — to play in order to get these guns off the streets?","We had the — I think we heard — yeah, we have the audience audio. All right. So the question is simply this. We’re from — I apologize you guys didn’t get to hear this, the first part of the question. Obviously, we’re not far from Parkland, Florida. Gun activism has become a big part of high school life up there in Broward County. Many of you are calling for tighter gun restrictions. Some of you are calling for the restoration of the assault weapons ban. But even if it’s put in place, there are still going to be perhaps hundreds of millions of guns still on the streets. Is there a role for the federal government in order to — to play in order to get these guns off the streets?"
193,193,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,MADDOW: What’s happening?,What’s happening?
194,194,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,TODD: We are hearing our colleague’s audio. If the control room could turn off the mikes…,We are hearing our colleague’s audio. If the control room could turn off the mikes…
195,195,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: Yeah, if the control room could turn off the mikes of our previous moderators, we will…","Yeah, if the control room could turn off the mikes of our previous moderators, we will…"
196,196,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,"MADDOW: You know, we’ve prepared for everything.","You know, we’ve prepared for everything."
197,197,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: Guess what, guys? We are going to take a quick break. We’re going to get this technical situation fixed. We will be right back.","Guess what, guys? We are going to take a quick break. We’re going to get this technical situation fixed. We will be right back."
198,198,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,TODD: We believe we have the technical difficulties fixed.,We believe we have the technical difficulties fixed.
199,199,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,14,Guns,MADDOW: Never say that.,Never say that.
200,200,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14,Guns,"TODD: Never say never. But we will march forward here and I will lean forward here a little bit. Senator Warren, we’re going to get to the gun question here. In Parkland, Florida, it’s just north of here in Broward County. As you know, it has created a lot of teenage activism on the gun issue. It has inspired a lot of you to come out with more robust plans to deal with guns, including assault weapons ban, but even if you’re able to implement that, what do you do about the hundreds of millions of guns already out there? And does the federal government have to play a role in dealing with it?","Never say never. But we will march forward here and I will lean forward here a little bit. Senator Warren, we’re going to get to the gun question here. In Parkland, Florida, it’s just north of here in Broward County. As you know, it has created a lot of teenage activism on the gun issue. It has inspired a lot of you to come out with more robust plans to deal with guns, including assault weapons ban, but even if you’re able to implement that, what do you do about the hundreds of millions of guns already out there? And does the federal government have to play a role in dealing with it?"
201,201,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,15,Guns,"WARREN: So, in this period of time that I have been running for president, I’ve had more than 100 town halls. I’ve taken more than 2,000 unfiltered questions. And the single hardest questions I’ve gotten, I got one from a little boy and I got one from a little girl, and that is to say, when you’re president, how are you going to keep us safe? That’s our responsibility as adults. Seven children will die today from gun violence, children and teenagers. And they won’t just die in mass shootings. They’ll die on sidewalks, they’ll die in playgrounds, they’ll die in people’s backyards. Gun violence is a national health emergency in this country. And we need to treat it like that. So what can we do? We can do the things that are sensible. We can do the universal background checks. We can ban the weapons of war. But we can also double down on the research and find out what really works, where it is that we can make the differences at the margins that will keep our children safe. We need to treat this like the virus that’s killing our children.","So, in this period of time that I have been running for president, I’ve had more than 100 town halls. I’ve taken more than 2,000 unfiltered questions. And the single hardest questions I’ve gotten, I got one from a little boy and I got one from a little girl, and that is to say, when you’re president, how are you going to keep us safe? That’s our responsibility as adults. Seven children will die today from gun violence, children and teenagers. And they won’t just die in mass shootings. They’ll die on sidewalks, they’ll die in playgrounds, they’ll die in people’s backyards. Gun violence is a national health emergency in this country. And we need to treat it like that. So what can we do? We can do the things that are sensible. We can do the universal background checks. We can ban the weapons of war. But we can also double down on the research and find out what really works, where it is that we can make the differences at the margins that will keep our children safe. We need to treat this like the virus that’s killing our children."
